album_id,album_popularity
4RRWbTmBBpmf43GbLEtlTR,31
3eHNdHMGISbfsjN9J4USOm,31
28ajXoSpiEOh1W4neVxxgS,34
0GJH6shkenNdqkpGdsY8aa,44
0aA9rYw8PEv9G7tVIJ9dKg,57
0WHck9IyWpYptoKg5TAOIR,27
6w9GKo3Bv9sFhqc6Y6whUY,27
0GY2LOgXecSnpqFTLxnmhb,11
3Te13135lGvz8hu0RxdLwS,8
0IkcCe8wwQG6O0PPHmlwkG,20
079AdoqJO9xYz56hQPb6pz,28
4e1bF5FHt0n07req9vRSQn,6
3GBQpPkLUd80uoyhX6AcUI,0
1R8kkopLT4IAxzMMkjic6X,53
4plYYFtWKeIWuaeVIiTyPy,13
6JrMtInqTjYhtCa5AishTs,13
2ySnEU3lrXnJtFTcNCtpNF,8
4l8HTiPwY1GrY3WNUNOZ8q,32
7jbQpUfZHTOyTHuNpU0sUN,13
4Y0VNFTBjcCBcrJpsg6LNA,20
5OoEG2axfMGY44nUNMayoW,46
5TRfUURPGPaoAl7lq7NB0W,0
1tCAbCRfFmq6SJjklzryDI,36
71iqkeqFNSiCgum1gPfeZo,44
1QsB3EL5GlJ3MKP4LOZ2p8,7
3krmis8XpyRrEGKQ4LXRf4,32
1xjT09AnRtNpNUTI0vOGEi,33
4Fd7lUvMzc0HFeaseDZaO3,0
0VJv3jujrhYMsfiTO9F3cb,12
0URZfqUQlB4JreGiq1KiK9,44
4dVxavcdnxTHyrM4U5U0kD,27
5atrOg1aO4d5KEcYo4UBIA,41
54HlnxJS63kUPHH144QsDk,26
0SFtIrRytNI4kcf93Tbhdf,61
476NL3NiMsw9ptdw9j7oYd,0
2d10S3TzEDbCwxnTSZH1Bq,36
1WShc5v8qHQF0uPMs7FOdU,27
4wlCSu49JOHgOT4xAPlLto,16
74OvK12g3Vsc3cfksBoX7C,27
3AvlpYPO9aRazYSvQh3mvz,14
1VKmlsq627xxebmf53jHME,39
5iup1pzVHKxaIArnwIAYiV,18
1wxMJqso7xfb7IoGIzuz4B,14
565EdGwHonCa2Gg0s1BZye,0
2aApNIlo8yWlCk6x899rhY,30
7nds0PbTtOhcBjfky7FmDz,5
5D4DjxpROByDBBVtZyyA5R,29
4UcpKa4yD9AA3iEHI8MFSF,51
2zQJvUy9Cw6BGlYBBL4f8X,36
3AwaHIkIHRW92foxOPOcJ7,0
1SzuRFxlqSZTIWUEE587Oy,37
0eBsV99mKaO1uMEBi8n75J,14
7KcclOnM2pTnDtb9ByZV7a,11
0BPMNld8mBFvWzuyj48v9y,0
5u0OuxRnf3FzvZR07xAxL2,64
4ILYt2i3qJFLV9eVYjfxPB,44
0fPscUDHOpLghHK5bLXqTB,16
31GMSYmGczriDXzpWt14Xm,5
51Eh5swWIzptOHAJmuYkvL,0
2xwO3JeOSSCSwFWwNkmP4O,0
7rd4PorIOPjPTy7qdUeeCt,69
4J9gt4YOazmavlYw4hMrfY,39
56EaBbe1nuA5GNfn8i68O5,0
6XxwSieoB3DO5KKZKaheIV,0
0r6tkHiSV4jH8EgjbJFZzA,0
4AzWT0gVzSs1NwZnuFPOlH,35
74DOWHisu2jlFvPid9YTGB,54
3FuUAqCQSDPTt946EKETCw,18
5wK9re0Nwblt0pAJxuvQ8W,18
5WvztQo4j7Faf25GIGxSNW,0
4hQ3sSnNbckz5zIkOMEQ3J,0
4cjTxzE4Hc7FXBV9CZhAnt,22
0V7TZQmJBgI81M9Z7GWxCI,67
11JBwHJ46uZWJAKDuwW4OV,35
4ULZQ9FSHves17opLZzgBe,24
2dIGnmEIy1WZIcZCFSj6i8,73
3zsH6IvqLVtTR4XuoxL3u4,0
1mjbcrgdY8PNeFDGBLsa55,27
2yxxciiP7cj7fcuSx6WTwa,9
0gvs6tpyGn2LuvkRwmMdAA,36
7w4HYQplaz3uezp8tUm9hf,18
3fsnW79AlDwj2mF8HhnByU,36
5sG4aODV6qWPX0J7omBcnC,42
2H1GWJqfUgVKZkzFyK8dSO,0
173jCDoA1pArfdouxi1kZ8,46
67ll9vOLmqydy8lrHVQFKo,0
729Ja1YsqDHtt4kVh4nP7J,30
15dcIdxe66nPydDv7SXbEH,0
6btV6MDYhXZ2F6ZKKUfvdh,38
79XH6ehMfUtAQW3vyqdxyZ,16
1M6ierIXoblyoKVFeffCtr,47
0SuFqlCe5i30Fr75ZlPQVT,58
0YYDGaExtlLxMRFkm9uBr4,4
6j5o8XL8FsKSdF4WsKix9P,13
6kgDkAupBVRSqbJPUaTJwQ,70
0qk4ovxWz0en2H2HIqz2wT,34
5gEUjiNfaVse6oloI0c6Vt,0
0bI8EkjX0m9HXgbgZOJPi5,42
5ZXeNkLgpsyT2M5sWjNEvd,20
738tzoOwrRSbcqJRlsacsP,9
5ZiFsbS4RLFZVyJRN3Bmvz,30
3q5CZdmVxP6hE0mlBcYEU1,6
1lulYXHFBSYd8Y1hbaPXzE,0
0wFr66OjQcdxaEYg3mBbxj,0
7HPjcPD2cr8E5oHvVAmBp7,53
7Jr9fNx9IYWRgNmllirP3H,0
6oUVSFWOhzVgof0UWP0M2k,32
2IDeHNJEmYrS14aEFCYgpN,25
5vvhB33PqaRiwyAyuUWqjM,24
5YyjDyK4IMI0mrQqP8CmoF,0
6oa4XpX9fkpbwgDHPeXe5O,22
6X1IPKL0AS7twVPLOKxmZJ,26
4ozCnz5vaNFwqNT6WHxrXE,16
6s7fxyti4CJzkFo1KTdFnm,23
4i37zBzxDyFam3nhhFeoPj,29
6nt0t5B628vYKD52HlMrQv,0
3eUxhAFsXxEQpNjJnb1icD,30
1Fjr1raP9BWbao2AagOokN,37
6Fa3Badzi8JPKmz0iYnoXi,25
31Cu3f8Ao0OyhcIVmSJZmV,22
295tEha2pcWbtkGIDredaZ,31
5mVXKS05z5j74bpq26mE6E,0
1C00Xn6aXVgNRwUkXmMUvi,14
5CNkf7rD7QiaDetdQasroJ,24
1YhbfKnjrFgnYyWz6cn9mN,65
0aoOdlpGLfNCUFhQu7UIs2,47
4sb0eMpDn3upAFfyi4q2rw,58
19bQiwEKhXUBJWY6oV3KZk,69
49fbPr5Vr1iCUalO7pMNlW,10
2zQU8VDEKy7xzXE8fZV2N5,15
160dXGfcUS1uCd6OCa5G8Z,7
343AqAEz0Y1UncCPNpo9ZN,21
6rjO4XZmUzvZEEWh2usVp6,15
4CXHHAADr9AdpSzrAoYdIM,38
3PdVumj52Y91JGimjtAy8k,34
2suR5CCbtL2Wq8ShFo8rFr,54
6PkSBdx19zarn4ae1D08gA,55
7KtyUeiJidoZO0ybxBXw0Q,61
5LsyqeWryTmxsmda4xkm5a,49
42rdDg3nul8w1TIhDFsRgx,7
3R9KTFDBhl6SMgvOsObKUb,15
2t9vfjymCbYrJo2S1q7Bn0,0
2aGFVLz0oQPa3uxCfq9lcU,58
4iCc7ZZe7evNTB0tAyhgrl,7
3FXUcHpYHCNNWavMiMC5ny,0
1nGxikvSA7dmK9r847hyel,0
0EdtTRCl3J22AnWrNpH1w9,53
1cCAb1vN8uUsdfEylVmTLs,67
13zS18xkaZrOUf2HGWLYQj,30
392p3shh2jkxUxY2VHvlH8,82
4MrKBHqJfxOZicc3H5XEbn,0
7nxYXN1wJ2PsPpQI09abMx,26
2f91XG660rR9o9L6y0zAEB,0
6QttcoRAAKse6CODVuHerf,0
2EfIa1JzzYjckiiEbtM7g3,0
5GUY5Y6ctdYshM1qHzWnDF,12
01FbS48fTFFKKGLwcswfiv,26
43UxtrlctT4d1CkyQG8Sqv,0
1UkR1cYAupeNqsxlsGuj7B,19
4fdPrKEoi5L0Fof1Cyr492,18
3kYRUlmKjOFqJqvVervA9j,0
54ntMFY9hKXEpAiE7DjgOA,0
39n0KUQ5avcVJxrsaaWpQb,32
7MreUClNVIul1cGQNPipYU,0
2tiC68TyZB5vTw29LFl07z,19
5EL05yBpF4CG7URBxCYb0w,10
6bSlI8rq8NHppqoDAiTV6X,0
67kl5m0df6Bn0aSe3g5Ea7,54
3NnGeD4rLyOOzmlsb2ZLfO,21
0H68093zjOaA05bk8GiF9D,0
1atjqOZTCdrjxjMyCPZc2g,11
7k0sWYeRb1VDKDjdMOJBOp,22
3Vp6V3zJebw0OW9eTOC7rn,3
5t66jrX73UTVwaacUZfXjF,1
6OOhE8r29K8i4OVaboIYSw,15
3b3b2mY42N62Gr26cEncx6,19
6AwciXfJ7yFZxO4roqHgfG,7
5RBlvloGTeTA76j2m69WC8,3
50URmS1NA1bX6FM9Oweu1N,15
5eEjek2xSFxEBDLUlfbdLv,0
0Jm8wziV1AAuIRrcSMdBnd,1
0dSVByJ7AcaQcwXX55G7Bv,6
37rNuexqEXWeSIOiJtn3A9,58
71w3dtzct7kJ7wed9yJtOQ,24
5eBoC9t5tgR3S3qtTtKWzj,20
7i8PuO6HJH4x1f9PSd1hvm,28
1m3gVv7zzD2zmy7eoU9yXM,33
0x6Os07PLTtfBsiTsJRq1d,39
01YaGa6qd4HjIPjyJI8mpb,31
6vqY4CxUewSHoLPi2G0s99,34
0b9nMHBKVfYRNRdLZeLjnB,26
2o8SVMlKJGg5GX1BtKkm5B,14
4XBYRpTCJiwgBPbtjMFP1o,38
4oa2hZ1r8L8Egf9ec6ncCM,43
5jynqY8ZyDoeqrIfYSwF8P,47
4ZBeTJR5MmMZpqTNEN4AQe,3
20kkg1pkC4NQ5mpFZcVINm,18
7exs0W7HrIu3T3oR0kX9oS,17
31qVWUdRrlb8thMvts0yYL,74
6QCJavotgf93RyAbJXvWlL,49
59JNcEwaQUyC2xQzBJTHF9,48
5pArlRpYhtTZNBkhvB65UY,0
33ZIG2aSnfDw4PsjvINRAs,37
4cwOh2TV6zMqzp2zBP8MdS,0
5F44JFAn5cKBkuDUZGxxuD,31
1zlv4ZkmrsLYHiFASKcaW0,0
6kWIPxtAyRlXsPHPpJdvbw,39
6tQSndkw5ajwFDt0u1Cb1W,31
5HMMIKLIhg51ObQNvqdj8k,0
6GNDoinoIqBO6MmzMCxKPA,0
70FGsJuLXPQHYdKmEZZFq9,61
5SdQFw5jhrirZdhFwb9qG3,24
6xDWQZ20oAB26Aza1C0EbA,49
6Wg328ukDRFnQWgqjRjvHr,34
2jdlXlaVlIR0QHxhCQbQmj,17
5lIZCYCOh1I2mllASZ2k2j,0
4M0QYlDP6vIlrPLEBTZOFz,0
1vA2bu0ffT6iJS3oDkBtzE,24
2GIw6fVZyqmJjBxehnPYwv,26
4IZtfkdzACIDkdBXq6N5vH,40
0AB74hW385oT8gxtcu9R7O,22
4F5OnBWfJa7YfjRZ86bZc8,33
4DUmxqvkQn3UJgDLjlYsyX,48
17EANLCoErHdo9FpzMx25q,60
4vYag01Wn4UHjtlWbz0Nn0,49
22OXpzLJTAeZus7DVZmIds,46
3VekjWskUut57hx6W9wqL8,71
56Z5er1cgYmXDuG49B953d,35
1Ghv7iViywM23K8BRFggQv,59
4Mu7aaT2AUrNVL2WQ29kAk,46
6CoeDRu0SmpFtLZMcRTO2F,64
6zpu2C7qPjXrhv5cyuLNZn,55
7g47QK9nosKX9B2zdd8yTs,51
2ta5ItEJ00a6xgQ601xgSd,54
4aO46CyOYUGvNDG46rDdtj,0
2zd6YQN1Y6m8XMpTWsd24S,6
39qsmsNRXjVaFqTZj9af0j,66
2UJcKiJxNryhL050F5Z1Fk,77
1JDkIxq4xRW7ySH89sGflc,54
5AWouw8qYspux6tH4epnMm,39
1xPDNIYCPt6QGlEulPZHlc,16
4gaNWHu5Caj3ItkYZ5i6uh,55
4sYfLmgzqy0enDlFDHo9Ih,0
1nvzBC1M3dlCMIxfUCBhlO,43
3L4wUhGelZ8wyJ13O1jerU,38
77Ie9frENeQwYUGHrrS0pk,42
1223HNo18fRbvEKxMgiSa7,38
5aiVh2cWkdBQR1l9my57Zp,0
2T64N96AVfsrRFJCUXQEoZ,53
1wDqXn3xaevYmKx4ER5P4H,0
2c1dSyxxTwetuIYUfWky09,28
1OKJNHif5s5NzcScX4ac44,41
5ydGen2aXGjy4rawJIKhe5,35
3keN6UzqERo6ivsVXMhmCL,18
6uecoRvQc3nqMVgZoxrEHK,34
45n9habqvk6ZLFxpGj2sjf,32
3wCe8HjHk6QNGcf5D3jgW1,66
1ZH5g1RDq3GY1OvyD0w0s2,71
6om5wLwMEeQcY1Uwlh7Oel,39
781cKhbTPwLnPmo9BALQl7,67
4E691gbRgo2Zb6ToII2DWO,57
3O65hzdA3mFJLJ30orAT0q,19
0mKtPZ9E96U6gQX15cfHto,24
5FZVyladxCKpHAAUBlLROE,28
22zpCX6Nb9ppOVklalvGec,59
3hDxbjNyiWDhOFBXSThxVF,49
682pJqnx8hcrCfSjvyNBki,44
5qJ0CnwfIUUgcKFdrjRP6v,3
5g2FfZVMvBqRmuHjNsaf3l,63
7Avi8h7vv4Ustd6DsN2jYx,2
13PiGMs22YuX1kq7w8WNGM,53
1j2uX2CKl8szGRxKqsXOfm,33
0OstemuKkqQrvIieOxmQzh,33
2DOiha5oI19Dmw5M9ryHD8,0
6KyrXenbN00HrJscGWCsf0,27
79wbmlFDHFpytYpuUx9jDq,0
4HFO9PDRxsdbcegkcNhxgz,63
5oYObkUoxoZa52Z5FdzjPT,36
2IzUZlhtBvPQYs74KeG6fb,60
7hTmy5ipq0ieK4DZZqaxml,54
36nDwdvBHoJMIZn0wzYWrD,42
2w4bxNOt8ZLIBaKH2oi6ij,51
4bCsLPQuCdQQBQOLs5MuNr,46
6a8GwYiEMrXgMvZBvuBXrt,51
10b97bsBHwOBQRzwAyu3jZ,0
3VWEGcJb9jdkTSKp6Yb0Mn,9
0xysWAoUIqQuWiQ4Qdhheu,0
0m6qcHiTAJA9RC5SOHlGQY,31
44Ig8dzqOkvkGDzaUof9lK,71
5dLlIgLBUt5BMao2J4HXDv,7
1zia7SB4jEGQVE4c5qphZr,0
2hQ82KL32Rbb106rS9YdyZ,32
6gnNCtxxhwKTYGIDVqeMUd,51
2EJfEUh4dS9uCD3xhvO0Kv,33
4u7EXBnQVO2LOhDiziw70R,23
24mE0f0UXWd9YEpmKC3JtJ,37
6NfykVXaIiJG0JkkNI3Ubg,53
4KeTvCYCel3Ky58FirciWp,10
6TQ8nqw43uUOWu7Yqp58ko,60
6DXFQw2UE8kU5MBfkpcMgb,0
3SklHlQWmxoeFj2k0q99HI,38
7ixoMIHFujDeqLmaGLEKqL,33
0hHopYqXhuvYSHtVyrcb1g,70
4JAvwK4APPArjIsOdGoJXX,71
1sxqYNzozsrgu0Vh6jQ6Lr,60
7xl50xr9NDkd3i2kBbzsNZ,74
2ym2jcqckXqWeTDoxz3Kst,62
5PkAUwhhB5YGgwnvhy4AC7,46
4Vx5O7dj1bkwExVBC2b7sE,0
6JMIqaY98bkYw12tDdUwOi,19
00jEmmiHzvsIWK1Uepkoga,41
43uErencdmuTRFZPG3zXL1,55
1ZuQduJGh0lBynUsfzD1tH,47
7LRGv7pDjDJtqhThkocBXZ,41
2OPcQNLP8DQVumD8kBRAH3,63
0Xm6bbsRBZq7puPAveJF0a,33
4ZhVgoPq9B9emWRsMcT6cD,39
7ug9NiuM1MthX2D7MStAkl,26
37cO96e4Z02COry60xRQhx,33
20WuVQc0Fwu3qvX6MtYfJY,24
2DTcOvJhcTPDoI0LU7zE18,41
5zS1u2oihFYN3jXgKh5lAC,49
1XzTbY5pXS3yX1WRS9w0oC,22
7rtF6RdFTI13m1Lvv2jInv,0
2oegpcBiGzsD1JBXKZ9nWD,46
0qIZBtLyjOz5WkFcTfvhKj,0
6g3H4Su4jES5zbfY4av4Tt,0
3FCpPAW2Lyk53utKGBVVVg,0
31L5Scz16GaYSHKa05ZBc1,4
5fjjHAxUCbr7Z1Pj2flqHs,47
1Ewp2Mx4ZahednRtkMR1Ul,6
0fL4KIHFg2MYV95x6n8qyo,18
0QsTRgdl6PSinBK7sElqun,41
7N0NOdgLGipl1NkihPBUPQ,30
4IsvKtWOhpW3iutOJ8pU96,23
1I9sWXHzWgAdpGqkPwkSHW,36
0XxLqWttW6u6vP3Yz9Sye3,31
61BlqT06XGQru0OpAL7Enx,7
3MmQYoMTS3hGiBLKDuId4b,24
5plHekIiphgTChKLttY5P4,0
5CngCXsOLcYxR6u174R53e,0
3mH6qwIy9crq0I9YQbOuDf,84
6eZdwrhB97A3EYx9QppGfl,78
0E5IKYhiKgbYQkmfsFonbZ,66
4POiurFeB5bDsF9yBwOxbh,70
7JN4bDXgC4mDcuhghlFBHc,54
3gN1nwpbmzQ5t56rAyE6ww,37
4BwfoXhDqTfiGS6pZueR9g,57
5D4AG33dB7mgo19pH5VWdD,0
4X82sfwbHWa8KFz5Ik1tRX,1
6jnkEgtcxePHtbay62bota,44
05LkqAqiTLhegSC1OA5Wsi,17
2M0qfscpne4nuNOXuLnscs,0
01cpAm39gcrHpRwb6HHfpM,23
1bfMUEXAF0cTEh75jdVB7k,16
6Cn4sBJRdjOhl5201IwAIF,0
0lj5tDBUt1i1b1Llobu23M,54
4zHQFd4DX6xNgFMaieOfpl,19
0DxR24G7m4sEXrhlrsillf,5
6CKsf8Mij4FW0Yio5RLEsh,21
5ssxOLX2DiuNolOe0P3V70,37
4LPLY3xvzleEbXukb8XZWl,0
48skIVXWkrTaBLrPckuB6p,24
4fL2WmOafyMnGU9i7svCLy,0
2kZyqn4Cmr78D74K9TcO4K,62
0q19TmDISPRbmRIZJyrEz6,37
2co62IYJYAQNsccM0RfE9d,46
0GFf0TG5bjP15PXW0RT3zI,30
5B1f1QwqbRhjWAExB1sofe,48
7Fil4ZuDB04CjP4GDT1Lxs,26
603zOEkZnV5xw6DbXqAI12,30
78LNduSEuPG5MV8lHO4PJA,26
7CLSxW2drmLDpM0xFxKyO3,13
5QPYYcI8rmWC47nNAtOYj8,38
2k5tKYlTM95TerGw1fsEvT,34
4GNIhgEGXzWGAefgN5qjdU,1
3ilXDEG0xiajK8AbqboeJz,68
6mUdeDZCsExyJLMdAfDuwh,79
3TtCMt4XLddj9PQeVBfsK1,59
4xq5PKsdmun2Tt2BNBwfQP,16
5YO9PAJkOPXXzLyNDiGqyR,29
0bvL1LE6IpmrW7NqCVdhFt,25
5c2AzoNyr46fCQM5d8mxE0,58
59GRmAvlGs7KjLizFnV7Y9,66
51oojKznuAmmbqOYCQK6G9,0
10x1NblWRhzz5QgZ2kth5X,34
3zT7DYhJslAgaJsxPRcevu,30
0qtA1fEpJAvz8xGqUESxHU,42
1u5bwvQM5TFRWHTkWBCeVq,27
4Ppkmt8Hp4wxyy3C2zKvGk,15
5wnCTZtzIZxasRSHzI1JeW,0
2H8DZbIIIzxXcWmX0XSs5W,30
56nVadPbdCs1yGB0AtXSGp,42
72D0SqH6YFJ7kiZUjKt20c,5
4HhdC1y4XOl56QnyEWhjDF,0
17PBUuvBGmmwD0L6CtKtPR,33
44rmpf8Q1zuOS5Up8R3ife,7
5uKn1MJKsfZflBTsSUagfH,22
08Vp7WDcv1r8dVMjyJaVOt,0
43lok9zd7BW5CoYkXZs7S0,73
2IRAQ1XfN7TtYVmMVcxlIi,6
5awrJZBt3rP9RO5hlYdZB0,68
3SpBlxme9WbeQdI9kx7KAV,80
5kSMEgC4Hj9OYKaBj7AfJB,21
4v5x3Oo3UjQ9YmF3hRAip5,57
3kV0i1qqudjf0PGawJ4jck,59
6V5Ct3kX5Yk74z4MLZB6h9,37
3fwZatk1y2idQ00Ybn43TA,33
396EJBtUzseofX2YCBJVvM,53
5jFpTZPt54zQxah1qb4Abc,0
7st0c9aIvWZ78v7KbqHy32,2
4V1D4FUzj9kQQ5fkF2yzAc,0
0RVj8aaUuoTOZ7pyGjll6b,34
08yanJqA75TPyDowCXvvPU,54
6cLRAbCOuDJNR3Z1RAGTFx,24
6h1sv7NHAZA7tiErfICYLM,52
5F0AZDt29jRBR1PktMX5PV,31
5fPglEDz9YEwRgbLRvhCZy,1
1hg0pQJLE9dzfT1kgZtDPr,67
3Yko2SxDk4hc6fncIBQlcM,56
27xuWD4L9reHGNvBtyZoF6,30
7lXkGYfPd8ygerG681NxQG,0
7C9MXRvkuilu5RSWDQmVGQ,26
1t5T93xiq32d5ySr2vbOvm,0
5z8MFnoVUIfVo6MQW0uIul,58
2HKgnzlGIJddpRwDlxit43,46
0ffPsL9V1eNMi54MEHMehn,48
3u4Q1L0XyEvCp42Tm2hxZ3,0
2zRde5Q2w1RrtlOkzooSTp,30
5uq7vqbV5uRCFaKwA6arVy,20
44uLCOkcLsEGWsI5GU0Kjf,7
0BPe2q1n4EfYAj0a0D0Y1k,0
1Xn2SYwx4PCz5v4K9yNSJn,21
0jFg1pE1m0257KL4hpzq2m,26
7CEW9UwwJlpQIrXHkFSE6r,9
2EKyyvnpEWttONuQ7cKlLc,13
7tOux23cHO6jnKuLNKyyub,3
7fKAHMDUb5K0sJApSt7fMY,25
1ID4yRgxYUutcLKzYDcln4,41
4Thl9RH4Wewv5Yj00QCUaD,43
7k8GZeB9yT2ZGtOveUUwgL,28
5HPT3jIDSWmJgyDlT7GYzg,22
2XY7GAKG42EYKezC8SKuon,37
2Xi0Cf3dh1kRU2fq2dJ1Dm,24
7dGOyxCI4QXNFxHEpgD4jt,0
3mO91zGr3lgNDkYPMchjo1,15
1esJd1JGPa7jDRAKrYs6ls,40
340MjPcVdiQRnMigrPybZA,11
324LXtvXAeKBeDIN1NkGuG,40
2EdERx7LGWlGkr17Aiu8bh,1
1JDnILGoI2TFSWeAOqyeA2,18
03uRhDae6brXCnWupamv7T,27
4SaSsrjwJQlhfKU7OXfKK4,34
6RDqH9ClqrKLPAYS1WecKF,0
4DstSUlXBWH3KYXHU6qaHs,0
1P84iDclPoEG2p3AGlKJWI,10
67SleiSz64OZip0649tBp6,19
1Ht3JsRc7zoknEwKe8ENPx,13
6hfmJS7B3wWyQXfMoNuHIA,55
4yR1ZfBzBkkFjuqpwJMLAl,17
6tbaSZ6Q72kofaJtscUwFA,55
7ejwnTlllT7aVOyaI9CTm9,4
61Qk42fFU2DRuvI9iV3oHq,27
6JF49ixyHmOgS0Rsda2k42,61
6iOCv7oGL5sGi2aVnRz2BI,54
7hJi1Ehtns1r862nCGzUZv,33
2xNZKNIlHUY9NKXrHzr19g,24
5Qt1hdXcb2bF5fOrw1WuRZ,27
690m6ee1hi30Rx9iK1kbVV,31
6GK7MOPqacKl84T0r6Rctc,0
3JRPfW15UIAdRYuBvNxLkR,7
3DzlkHEQtb0ABoxze4Zxi7,0
3PyfNIPk7SyMmwDJKLM2Fc,0
0WzOtZBpXvWdNdH7hCJ4qo,1
3DOpgqr4jeCqmPWlpyoDqc,0
45ba6QAtNrdv6Ke4MFOKk9,72
5DQqOSr4LLpDDKjonOK2zf,17
1B3W5u06uIB7Elyk70pt9R,0
0zhSE1Ph8iR7K2O0ne8NDh,26
27i6oKyFL8ZGRQou7AQPsG,0
5gYCZgmXzzWXxOCb9fMfBm,64
7rDTGWNm2OvY5hlP1HjICh,0
7k4SVvaEm2QbqE5d8jgw2L,38
0V8UU4es3kdF1djFZKlduq,40
4FzlCyvEDrvU8pHmgCUKkn,47
1sh8dsfPPlCVXVux5NgX5d,19
116LcZul1dcOmPf5Bo0DRR,0
1ZvuGL8rhGYgHWHAeiYeFZ,20
0Q7QMfuDDS2Pm0OAxaJSPU,32
6HwzIlrCDq3WF9vMq8meqG,66
1nAQbHeOWTfQzbOoFrvndW,80
5GDNKEug3ME9sCAtCU0vu7,40
1g4JcuVQJwAv2w7k37nnOw,0
7zcfVNsM02TqEzievJk46x,0
2Kbcxt3GeXwSIZlaZ7MzgU,31
3r9UTfGCgZLCOhV7cz99YC,0
1JmxywVSSWS6RCBd7avdRO,39
4fRcYn1zNOHY5LJXuRmJHI,44
10WCcQKzXZot04kzENu62Z,64
1gIC63gC3B7o7FfpPACZQJ,69
5onavJJSqgn9KdFxq5SPwN,11
3hDRmvx37HKuoxa90oTy9u,18
0NZqrTCRCx9yxtCJx99z2e,32
2a3UNY7dFn8Ez36GMCfbqP,0
5BHFBpLKyD3sqUZ4BTGxsw,15
3YEOB2lKZcgTTbjEWBJCia,23
566osTxDsfrtdBxPDMGufx,35
1C30LhZB9I48LdpVCRRYvq,45
5sXUGu1ClB9KRU2SpUQCsp,0
1X8E2o48nvyOJL3gVMKLse,0
5Tk7z0XOX8FLfrPFztPIvw,25
15GocbF7ybkkPP03YXtLqv,38
13PxecK9Bart7ir6STafXP,48
1CsX72BYnBOO5n1a3xn8SC,32
44FVaRWkEXn4DaDv9fD23z,39
3kbXe7pNbNcEP4Knl2yLxA,0
6pVil2SzOQxz1YWW0DSzzi,15
4Ji832EOWkDBoqySjSBiYm,0
6ETAoJJ5NhxsGyD53cHApT,0
1hWXJpz2XmBdgW6t4aNcjJ,0
3I7zwJgNse371fJ6AfDD5I,22
6ZANEjETQ9L9pjBuvOAhCQ,0
2DfrhMv4WK9EeQySmtRDkp,0
1Ekl9JY2EBWZ2xzR2Iog7W,44
1BFl2k9tZL0Jm6ebJHGQ5K,47
00tnsObPbrXxDLTPBHhzbH,0
4B96zJ2Iam0bCgntIJEO6E,10
2FYcP3Q4x7xwW10spuxkZk,0
0UyNc1FaDzkzcBlLsDASJA,33
33qmE7Pe8lRlZTC4bJOo6P,9
456WeVeZk38VJuqg2sL7QG,55
7HKZvagOKy5Gq7dAXHiUrY,21
3iVOk8jehk1yzUvfA9iHvC,0
5UwoNjOPVBSOlAQU8AfvGE,20
6bFZvTckW6NOwg4GGcotrs,22
0Pe124sDVootFFmCMhqeHO,30
5bOYK3R5KjuG6CEInqWF0w,0
4pxnDGBdoGu88h8ZInX5f5,35
6u66sAgu3xFfKhQpBr4dSu,0
1lBlWsgSwzxUObEwzRTCP3,30
5ftKZ7X2vjjJ1HFQYQn1UF,40
